Time TermienWest TermienEast Boxbergheide Winterslag OudWinterslag ZwartbergSouth ZwartbergNWest ZwartbergNEast WaterscheiGarden Total
"2014-02-07 17:00:00" 4005675.82382821 5649079.528125 13412715.359082874 20595848.2125 2032814.1031249985 6160461.24375 3335473.770578766 5404116.1671875 23636667.53125 84232851.73942725
"2014-02-07 18:00:00" 3812665.94882821 5591518.928125 13249686.159082875 20415340.9125 1994377.6281249984 5940113.54375 3291148.645578766 5337143.3171875 23848969.73125 83480964.81442726
"2014-02-07 19:00:00" 3658976.39882821 5584029.528125 13229318.359082874 20349254.4125 1951441.0781249986 5921360.49375 3377884.520578766 5263095.2671875 23950826.33125 83286186.38942726
"2014-02-07 20:00:00" 3738307.74882821 5714750.978125 13642254.859082874 20352334.5125 1982999.8531249985 6042807.74375 3397262.895578766 5306888.2671875 24275707.33125 84453314.18942726
"2014-02-07 21:00:00" 4001516.99882821 5944075.378125 14394160.459082875 20764867.0125 2073831.6281249984 6288518.06875 3496073.145578766 5494391.0671875 25038808.23125 87496241.98942725
"2014-02-07 22:00:00" 4303042.30507821 6306548.253125 15689921.634082874 21736334.1625 2277886.6999999983 6895106.15 3796954.737766266 5825698.4421875 26279509.28125 93111001.66598976
"2014-02-07 23:00:00" 4723199.050000085 6757770.378125 17397887.025000844 23261645.3125 2494391.5749999983 7316389.4 4125665.15 6230248.6421875 27838479.55625 100145676.08906333
"2014-02-08 00:00:00" 5125872.300000085 7224332.078125 18690071.425000843 24525030.4125 2675991.7624999983 7945834.6 4424862.775 6619702.4015625 28648080.95625 105879778.71093833
"2014-02-08 01:00:00" 5402504.125000085 7789289.128125 19830629.925000843 25986951.9 2841768.4624999985 8501031.275 4668469.825 6950331.8546875 30196001.51875 112166978.01406333
"2014-02-08 02:00:00" 5492684.012500085 8150623.153125 20585459.47500006 26812274.725 2881349.6249999986 8776371.3 4807468.3125 7270406.1109375 31454211.91875 116230848.63281254
"2014-02-08 03:00:00" 5492684.0125 8408620.528125 20742988.125 26937210.05 3117263.2749999985 8776371.3 4807468.3125 7334769.83125 32016345.325 117633720.7593749
"2014-02-08 04:00:00" 5532095.4875 8452292.7125 20742988.125 27155450.05 3121881.6703124987 8497551.15 4807468.312510235 7443730.7625 32375576.95 118129035.22032264
"2014-02-08 05:00:00" 5533236.517871095 8304403.2625 20742988.125 27437644.05 3121881.6703124987 8497551.15 4807468.312510235 7559020.575 32627193.15 118631386.81319372
"2014-02-08 06:00:00" 5723434.742871095 8248999.8875 20833682.36875 27590767.45 3121881.6703125 8497551.15 4884370.962510235 7505097.0875 32790554.85 119196340.16944373
"2014-02-08 07:00:00" 5587931.055371095 8055433.225 20392762.76875 27850767.75 3061802.0203125 8266965.675 4760816.796885235 7320083.6375 32450762.05 117747324.97881873
"2014-02-08 08:00:00" 5273321.742871095 7800844.85 19565455.76875 27418830.25 2869551.0578125 7769956.55 4513596.971885235 7195065.2875 31836358.25 114242980.72881873
"2014-02-08 09:00:00" 5110107.342871095 7611099.75 19088489.51875 26920020.35 2711706.4015625 7156028.15 4318091.971885235 7117487.9375 31410803.65 111443835.07256873
"2014-02-08 10:00:00" 5114398.442871096 7603143.55 18607961.71875 26941040.55 2657527.7515625 7101581.65 4214581.721885235 7184519.4375 31732516.45 111157271.27256873
"2014-02-08 11:00:00" 5389048.917871095 7683367.8 19266310.01875 27476753.55 2750600.2640625 7520049.3 4387094.171885235 7259673.9375 32298659.05 114031557.01006873
"2014-02-08 12:00:00" 5731559.967871095 8012891.45 20378672.31875 28172211.95 2886145.0015625 7848618.95 4676015.096885235 7158765.6375 32786250.65 117651131.02256873
